record_id,title,service,ticket_type,indicator
SYN-03048,Complaint: recurring issue with elevator at main office.,Facilities,Complaint,IND-09
SYN-03049,Service needed: schedule delivery cart in main office when available.,Logistics,Service Request,IND-03
SYN-03050,Request to reset application - north wing - today.,IT Support,Service Request,IND-02
SYN-03051,"Please deliver the supply order at reception, this afternoon.",Logistics,Service Request,IND-03
SYN-03052,"replace projector at storage area, this afternoon.",Equipment,Service Request,IND-07
SYN-03053,"Please provide support to replace the meal order at level two, before noon.",Food Services,Support Request,IND-10
SYN-03054,Service needed: clarify service status in storage area before noon.,Customer Support,Service Request,IND-08
SYN-03055,Service needed: restore elevator in level two today.,Facilities,Service Request,IND-01
SYN-03056,"Please provide support to check the door at reception, when available.",Facilities,Support Request,IND-10
SYN-03057,"Schedule supply order at north wing, today",Logistics,Service Request,IND-03
SYN-03058,Request to connect application - main office - today.,IT Support,Service Request,IND-02
SYN-03060,Service needed: replace tool kit in reception when available.,Equipment,Service Request,IND-07
SYN-03061,complaint: recurring issue with waste bin at main office.,Cleaning,Complaint,IND-07
SYN-03062,Request to locate camera - north wing - when available.,Security,Service Request,IND-06
SYN-03063,"Configure user account at level two, before noon.",IT Support,Service Request,IND-02
SYN-03064,Service needed: verify parking gate in main office before noon.,Security,Service Request,IND-06
SYN-03065,Service needed: repair air conditioner in reception today,Facilities,Service Request,IND-01
SYN-03066,Request to deliver document box - north wing - before noon.,Logistics,Service Request,IND-03
SYN-03067,Request to register complaint - storage area - when available.,Customer Support,Service Request,IND-08
SYN-03068,"Please provide support to follow up the appointment at north wing, today.",Customer Support,Support Request,IND-10
SYN-03069,Help needed to calibrate tool kit in storage area this afternoon.,Equipment,Support Request,IND-10
SYN-03070,"The visitor entrance issue at north wing happened again, please review.",Security,Complaint,IND-09
SYN-03071,"Please provide support to adjust the door at level two, before noon.",Facilities,Support Request,IND-10
SYN-03072,"Please inspect the tool kit at reception, today.",Equipment,Service Request,IND-07
SYN-03074,Request to schedule supply order - main office - this afternoon.,Logistics,Service Request,IND-03
SYN-03075,"Deliver delivery cart at level two, this afternoon.",Logistics,Support Request,IND-10
SYN-03076,"Please authorize the parking gate at reception, when available",Security,Service Request,IND-06
SYN-03078,Request to confirm meal order - reception - before noon,Food Services,Service Request,IND-04
SYN-03079,Service needed: update network in level two when available.,IT Support,Service Request,IND-02
SYN-03080,Help needed to inspect elevator in level two as soon as possible.,Facilities,Support Request,IND-10
SYN-03081,"Replace food tray at level two, today",Food Services,Service Request,IND-04
SYN-03082,Service needed: locate supply order in storage area today.,Logistics,Service Request,IND-03
SYN-03083,"Locate parking gate at level two, when available.",Security,Service Request,IND-06
SYN-03085,service needed: diagnose application in reception as soon as possible.,IT Support,Service Request,IND-02
SYN-03086,"please calibrate the projector at level two, today",Equipment,Service Request,IND-07
SYN-03087,Service needed: repair lighting in storage area today.,Facilities,Service Request,IND-01
SYN-03088,"Please authorize the access badge at main office, when available.",Security,Service Request,IND-06
SYN-03089,Help needed to restore elevator in main office before noon.,Facilities,Support Request,IND-10
SYN-03090,Service needed: replace food tray in storage area this afternoon.,Food Services,Service Request,IND-04
SYN-03091,"Please restore the door at reception, this afternoon.",Facilities,Service Request,IND-01
SYN-03093,"Please provide support to wash the spill at level two, today.",Cleaning,Support Request,IND-10
SYN-03094,Request to inspect portable monitor - main office - as soon as possible.,Equipment,Service Request,IND-07
SYN-03095,Help needed to verify lost item in reception today.,Security,Support Request,IND-10
SYN-03096,Service needed: connect laptop in level two when available.,IT Support,Service Request,IND-02
SYN-03097,"connect application at reception, today.",IT Support,Service Request,IND-02
SYN-03098,Request to verify lost item - level two - today,Security,Service Request,IND-06
SYN-03099,"please diagnose the printer at north wing, when available.",IT Support,Service Request,IND-02
SYN-03100,"Repair elevator at main office, as soon as possible.",Facilities,Support Request,IND-10
SYN-03101,"Inspect tool kit at storage area, as soon as possible.",IT Support,Support Request,IND-10
SYN-03104,help needed to adjust elevator in reception this afternoon.,Facilities,Support Request,IND-10
SYN-03105,"The air conditioner issue at level two happened again, pls review.",Cleaning,Complaint,IND-09
SYN-03106,Help needed to monitor access badge in north wing when available.,Security,Support Request,IND-10
SYN-03107,"adjust elevator at north wing, before noon.",Facilities,Support Request,IND-10
SYN-03108,"Inspect waste bin at main office, today",Cleaning,Service Request,IND-05
SYN-03109,Help needed to inspect spill in north wing when available.,Cleaning,Support Request,IND-10
SYN-03110,Service needed: clean window in main office this afternoon.,Cleaning,Service Request,IND-05
SYN-03111,"Please restore the elevator at storage area, as soon as possible.",Facilities,Service Request,IND-01
SYN-03112,Request to transfer package - reception - today.,Logistics,Service Request,IND-03
SYN-03113,Help needed to clarify feedback in north wing when available.,Customer Support,Support Request,IND-10
SYN-03114,"Please wash the meeting room at level two, as soon as possible.",Cleaning,Service Request,IND-05
SYN-03116,"Monitor parking gate at north wing, this afternoon",Security,Service Request,IND-07
SYN-03117,Help needed to restore air conditioner in storage area when available.,Facilities,Support Request,IND-10
SYN-03119,Service needed: clean meeting room in storage area this afternoon.,Cleaning,Service Request,IND-05
SYN-03120,"Please provide support to collect the package at reception, when available.",Logistics,Support Request,IND-10
SYN-03121,"the lighting issue at storage area happened again, please review",Facilities,Complaint,IND-09
SYN-03122,request to transfer supply order - north wing - when available.,Logistics,Service Request,IND-03
SYN-03123,"Restore water leak at storage area, before noon.",Facilities,Complaint,IND-09
SYN-03125,"Please clarify the appointment at north wing, when available.",Customer Support,Service Request,IND-08
SYN-03126,Request to wash waste bin - level two - today.,Cleaning,Service Request,IND-05
SYN-03127,"Please provide support to clarify the feedback at north wing, when available.",Customer Support,Support Request,IND-10
SYN-03128,Request to check lighting - level two - today.,Facilities,Service Request,IND-01
SYN-03129,"Please diagnose the printer at main office, before noon.",IT Support,Service Request,IND-02
SYN-03131,Complaint: recurring issue with menu at level two,Food Services,Complaint,IND-09
SYN-03133,Complaint: recurring issue with projector at main office.,Facilities,Complaint,IND-09
SYN-03134,"Please schedule the supply order at storage area, today.",Logistics,Service Request,IND-03
SYN-03135,"Please provide support to inspect the office chair at reception, this afternoon.",Equipment,Support Request,IND-10
SYN-03136,Request to inspect water leak - main office - today.,Facilities,Service Request,IND-01
SYN-03137,"The user account issue at main office happened again, please review.",Cleaning,Complaint,IND-09
SYN-03138,Request to sanitize spill - storage area - as soon as possible.,Cleaning,Service Request,IND-08
SYN-03139,service needed: repair tool kit in storage area today.,Equipment,Service Request,IND-07
SYN-03140,Service needed: adjust water leak in main office before noon.,Facilities,Service Request,IND-01
SYN-03141,"Please adjust the air conditioner at reception, when available",Facilities,Service Request,IND-01
SYN-03142,"Inspect lighting at storage area, before noon",IT Support,Service Request,IND-02
SYN-03143,"please repair the air conditioner at storage area, this afternoon.",Facilities,Service Request,IND-01
SYN-03144,Help needed to inspect lighting in reception before noon.,Facilities,Support Request,IND-10
SYN-03145,"Adjust water leak at main office, before noon",Facilities,Service Request,IND-01
SYN-03146,"please diagnose the network at reception, before noon.",IT Support,Service Request,IND-02
SYN-03147,help needed to replace portable monitor in storage area before noon.,Food Services,Support Request,IND-10
SYN-03148,"Please schedule the package at main office, today.",Logistics,Service Request,IND-03
SYN-03149,"Please prepare the meal order at storage area, when available.",Food Services,Service Request,IND-04
SYN-03150,Help needed to configure network in north wing before noon.,IT Support,Support Request,IND-10
SYN-03151,"please sanitize the spill at north wing, this afternoon.",Cleaning,Service Request,IND-05
SYN-03152,complaint: recurring issue with network at reception.,IT Support,Complaint,IND-09
SYN-03153,"review menu at north wing, when available.",Food Services,Support Request,IND-10
SYN-03154,"the tool kit issue at reception happened again, pls review.",Equipment,Complaint,IND-09
SYN-03155,Service needed: restore door in main office when available.,Customer Support,Service Request,IND-08
SYN-03156,Complaint: recurring issue with hallway at level two,Cleaning,Complaint,IND-09
SYN-03157,Service needed: restore elevator in level two when available.,Facilities,Service Request,IND-01
SYN-03158,request to prepare special meal - north wing - this afternoon.,Food Services,Service Request,IND-04
SYN-03159,"prepare food tray at level two, as soon as possible.",IT Support,Support Request,IND-10
SYN-03160,"Please adjust the air conditioner at reception, today.",Facilities,Service Request,IND-01
SYN-03161,request to repair power unit - north wing - when available.,IT Support,Service Request,IND-02
SYN-03162,Service needed: prepare special meal in main office this afternoon.,Food Services,Service Request,IND-04
SYN-03163,service needed: repair projector in reception when available.,Equipment,Service Request,IND-07
SYN-03164,"Please repair the elevator at storage area, this afternoon.",Facilities,Service Request,IND-01
SYN-03165,Request to inspect door - main office - this afternoon.,Facilities,Service Request,IND-01
SYN-03166,"Please provide support to authorize the lost item at north wing, this afternoon.",Security,Support Request,IND-10
SYN-03168,"Please provide support to restore the lighting at storage area, before noon.",Facilities,Support Request,IND-10
SYN-03169,"Please provide support to authorize the parking gate at level two, when available.",Food Services,Support Request,IND-10
SYN-03171,"Please restore the water leak at main office, when available.",Facilities,Service Request,IND-01
SYN-03172,Service needed: inspect door in north wing before noon.,Facilities,Service Request,IND-01
SYN-03173,complaint: recurring issue with waste bin at north wing.,Cleaning,Complaint,IND-09
SYN-03174,"Please wash the meeting room at storage area, as soon as possible.",Cleaning,Service Request,IND-05
SYN-03175,"Confirm beverage station at reception, as soon as possible.",Food Services,Support Request,IND-10
SYN-03176,Service needed: configure user account in north wing when available.,IT Support,Service Request,IND-02
SYN-03177,"The tool kit issue at storage area happened again, pls review.",Facilities,Complaint,IND-09
SYN-03178,Request to prepare meal order - level two - this afternoon.,Food Services,Service Request,IND-04
SYN-03179,"Deliver supply order at storage area, as soon as possible.",Logistics,Service Request,IND-03
SYN-03180,"Please locate the package at storage area, today",Logistics,Service Request,IND-03
SYN-03181,request to repair elevator - main office - this afternoon.,Facilities,Service Request,IND-01
SYN-03182,"The spill issue at reception happened again, please review.",Cleaning,Complaint,IND-09
SYN-03183,request to review visitor entrance - main office - today.,Security,Service Request,IND-06
SYN-03184,Service needed: reset printer in north wing before noon.,IT Support,Service Request,IND-02
SYN-03185,Help needed to deliver delivery cart in storage area today.,Logistics,Support Request,IND-03
SYN-03186,"Check air conditioner at reception, today.",Facilities,Service Request,IND-01
SYN-03188,"Update application at main office, before noon.",IT Support,Support Request,IND-10
SYN-03189,"Connect network at reception, today.",IT Support,Service Request,IND-02
SYN-03190,complaint: recurring issue with complaint at level two.,Customer Support,Complaint,IND-09
SYN-03191,"The laptop issue at main office happened again, pls review.",IT Support,Complaint,IND-09
SYN-03192,Help needed to inspect lighting in main office this afternoon.,Facilities,Support Request,IND-10
SYN-03193,Help needed to inspect window in level two before noon.,Cleaning,Support Request,IND-10
SYN-03195,Help needed to clarify feedback in storage area before noon.,Customer Support,Support Request,IND-10
SYN-03198,"Inspect door at main office, today.",Facilities,Complaint,IND-09
SYN-03199,Request to reset application - reception - as soon as possible.,IT Support,Service Request,IND-02
SYN-03200,"Please repair the water leak at storage area, when available",Facilities,Service Request,IND-01
SYN-03201,help needed to authorize parking gate in level two today.,Security,Support Request,IND-10
SYN-03202,Service needed: transfer document box in north wing when available,Logistics,Service Request,IND-03
SYN-03203,Help needed to locate package in reception as soon as possible.,Logistics,Support Request,IND-10
SYN-03204,Help needed to inspect spill in storage area as soon as possible.,Cleaning,Support Request,IND-10
SYN-03205,request to configure laptop - north wing - today.,IT Support,Service Request,IND-02
SYN-03206,Service needed: schedule supply order in reception this afternoon.,Logistics,Service Request,IND-03
SYN-03208,"Please provide support to inspect the elevator at main office, today.",Facilities,Support Request,IND-10
SYN-03209,Request to sanitize spill - main office - when available.,Cleaning,Service Request,IND-05
SYN-03212,Service needed: sanitize hallway in storage area today.,Cleaning,Service Request,IND-05
SYN-03215,"The special meal issue at reception happened again, please review.",Food Services,Complaint,IND-09
SYN-03216,"The special meal issue at north wing happened again, please review.",Food Services,Complaint,IND-09
SYN-03217,Help needed to clean spill in storage area when available.,Cleaning,Support Request,IND-10
SYN-03219,Service needed: inspect power unit in level two this afternoon.,Equipment,Service Request,IND-08
SYN-03220,Service needed: adjust lighting in reception this afternoon.,Facilities,Service Request,IND-01
SYN-03222,Complaint: recurring issue with beverage station at north wing.,Food Services,Complaint,IND-09
SYN-03223,"Please deliver the special meal at reception, today.",Food Services,Service Request,IND-04
SYN-03224,Service needed: clarify information request in north wing today.,Customer Support,Service Request,IND-08
SYN-03226,Complaint: recurring issue with package at north wing,Logistics,Complaint,IND-09
SYN-03227,Request to diagnose user account - storage area - when available.,IT Support,Service Request,IND-02
SYN-03229,"clean waste bin at main office, this afternoon",Cleaning,Support Request,IND-10
SYN-03230,"Please provide support to replace the beverage station at reception, when available.",Food Services,Support Request,IND-10
SYN-03231,Service needed: sanitize window in level two today.,Cleaning,Service Request,IND-05
SYN-03232,"The spill issue at level two happened again, please review.",Cleaning,Complaint,IND-09
SYN-03234,Request to wash hallway - storage area - as soon as possible,IT Support,Service Request,IND-02
SYN-03235,"Configure laptop at level two, as soon as possible.",IT Support,Service Request,IND-02
SYN-03236,"The meeting room issue at reception happened again, please review.",Cleaning,Complaint,IND-02
SYN-03237,"confirm meal order at level two, when available",Food Services,Service Request,IND-04
SYN-03238,Help needed to update laptop in main office as soon as possible.,IT Support,Support Request,IND-10
SYN-03240,Service needed: locate camera in level two today.,Security,Service Request,IND-06
SYN-03242,Request to inspect hallway - reception - before noon.,Cleaning,Service Request,IND-05
SYN-03243,Request to confirm special meal - level two - today.,Food Services,Service Request,IND-08
SYN-03244,"Please provide support to prepare the beverage station at main office, today.",Food Services,Support Request,IND-10
SYN-03245,Request to sanitize spill - reception - when available.,Cleaning,Service Request,IND-05
SYN-03246,service needed: review complaint in storage area when available.,Customer Support,Service Request,IND-08
SYN-03247,"Please provide support to replace the portable monitor at storage area, today",Equipment,Support Request,IND-10
SYN-03248,Request to check air conditioner - reception - this afternoon.,Facilities,Service Request,IND-01
SYN-03251,"please inspect the lighting at reception, when available.",Facilities,Service Request,IND-01
SYN-03252,service needed: repair door in reception when available.,Facilities,Service Request,IND-01
SYN-03253,"update application at main office, as soon as possible.",IT Support,Complaint,IND-09
SYN-03255,Request to locate supply order - north wing - before noon.,Logistics,Service Request,IND-03
SYN-03257,"Adjust water leak at main office, when available",Facilities,Service Request,IND-01
SYN-03258,Help needed to adjust door in level two today,Facilities,Support Request,IND-10
SYN-03259,Request to deliver package - reception - before noon.,Logistics,Service Request,IND-03
SYN-03260,Request to repair air conditioner - storage area - as soon as possible,Facilities,Service Request,IND-01
SYN-03261,"Please provide support to verify the access badge at main office, when available.",Security,Support Request,IND-10
SYN-03262,Request to deliver delivery cart - reception - as soon as possible.,Logistics,Service Request,IND-03
SYN-03263,Help needed to monitor parking gate in main office as soon as possible,Security,Support Request,IND-10
SYN-03264,"the window issue at reception happened again, please review.",Cleaning,Complaint,IND-09
SYN-03266,Request to inspect hallway - north wing - today.,Cleaning,Service Request,IND-03
SYN-03267,Request to check door - north wing - today.,Facilities,Service Request,IND-01
SYN-03268,Service needed: replace meal order in level two today.,Food Services,Service Request,IND-04
SYN-03269,"Replace special meal at level two, as soon as possible.",Food Services,Service Request,IND-04
SYN-03271,"Please calibrate the office chair at level two, this afternoon.",Equipment,Service Request,IND-07
SYN-03273,Request to repair tool kit - main office - this afternoon.,IT Support,Service Request,IND-02
SYN-03274,Request to inspect projector - main office - this afternoon,Equipment,Service Request,IND-07
SYN-03275,"Please collect the shipment at storage area, as soon as possible.",Logistics,Service Request,IND-03
SYN-03277,Service needed: wash window in main office as soon as possible.,Cleaning,Service Request,IND-05
SYN-03278,Service needed: configure network in north wing when available.,IT Support,Service Request,IND-02
SYN-03279,Service needed: schedule delivery cart in north wing before noon.,Logistics,Service Request,IND-03
SYN-03280,request to deliver menu - main office - when available.,Food Services,Service Request,IND-04
SYN-03281,"Adjust lighting at north wing, when available.",Facilities,Service Request,IND-01
SYN-03282,Service needed: collect supply order in storage area before noon,Logistics,Service Request,IND-03
SYN-03283,help needed to locate package in level two today.,Logistics,Support Request,IND-10
SYN-03285,Request to check elevator - reception - when available.,Facilities,Service Request,IND-04
SYN-03286,request to update network - main office - before noon.,IT Support,Service Request,IND-02
SYN-03287,"Please update the application at storage area, as soon as possible.",IT Support,Service Request,IND-06
SYN-03288,"Monitor access badge at main office, as soon as possible.",Security,Service Request,IND-06
SYN-03290,Help needed to collect supply order in main office this afternoon.,Facilities,Support Request,IND-10
SYN-03291,Help needed to connect application in storage area this afternoon,IT Support,Support Request,IND-10
SYN-03292,Service needed: remove hallway in storage area this afternoon.,Cleaning,Service Request,IND-05
SYN-03293,Service needed: review meal order in storage area as soon as possible,Food Services,Service Request,IND-04
SYN-03295,"Please remove the hallway at level two, this afternoon.",Cleaning,Service Request,IND-05
SYN-03296,complaint: recurring issue with user account at storage area.,IT Support,Complaint,IND-09
SYN-03297,Request to diagnose printer - north wing - as soon as possible.,IT Support,Service Request,IND-08
SYN-03298,"Please restore the door at main office, this afternoon.",Facilities,Service Request,IND-01
SYN-03299,"please restore the elevator at north wing, as soon as possible.",Facilities,Service Request,IND-01
SYN-03301,"The laptop issue at reception happened again, please review",IT Support,Complaint,IND-09
SYN-03302,"please provide support to sanitize the window at storage area, as soon as possible.",Cleaning,Support Request,IND-10
SYN-03303,"please schedule the package at level two, before noon.",Logistics,Service Request,IND-03
SYN-03304,Help needed to schedule delivery cart in storage area today.,Logistics,Support Request,IND-10
SYN-03305,"The network issue at reception happened again, please review.",IT Support,Complaint,IND-09
SYN-03306,Service needed: deliver delivery cart in level two when available.,Logistics,Service Request,IND-03
SYN-03307,"The door issue at reception happened again, pls review.",Facilities,Complaint,IND-09
SYN-03308,"please provide support to inspect the hallway at north wing, as soon as possible.",Cleaning,Support Request,IND-10
SYN-03309,"Please replace the beverage station at storage area, this afternoon.",Food Services,Service Request,IND-04
SYN-03310,"Please provide support to deliver the package at storage area, as soon as possible.",Logistics,Support Request,IND-10
SYN-03311,Complaint: recurring issue with elevator at storage area.,Facilities,Complaint,IND-09
SYN-03312,request to review svc status - storage area - this afternoon.,Customer Support,Service Request,IND-08
SYN-03313,Help needed to deliver menu in storage area as soon as possible.,Food Services,Support Request,IND-10
SYN-03314,"Please deliver the shipment at main office, as soon as possible.",Logistics,Service Request,IND-06
SYN-03315,Service needed: follow up feedback in level two this afternoon.,Customer Support,Service Request,IND-08
SYN-03316,help needed to replace meal order in storage area before noon.,Facilities,Support Request,IND-10
SYN-03317,service needed: deliver special meal in north wing before noon.,Food Services,Service Request,IND-04
SYN-03318,"please remove the spill at level two, this afternoon",Cleaning,Service Request,IND-05
SYN-03319,"Connect application at north wing, as soon as possible.",IT Support,Service Request,IND-02
SYN-03320,Service needed: diagnose printer in main office when available.,IT Support,Service Request,IND-02
SYN-03321,Request to inspect door - north wing - when available,Facilities,Service Request,IND-01
SYN-03323,"configure network at level two, when available",IT Support,Service Request,IND-02
SYN-03324,complaint: recurring issue with laptop at level two.,IT Support,Complaint,IND-09
SYN-03325,Request to follow up complaint - reception - before noon.,Customer Support,Service Request,IND-08
SYN-03326,Complaint: recurring issue with special meal at storage area.,Food Services,Complaint,IND-09
SYN-03327,"Please provide support to locate the package at storage area, when available.",Equipment,Support Request,IND-10
SYN-03328,"Please provide support to configure the user account at storage area, this afternoon.",IT Support,Support Request,IND-10
SYN-03329,Service needed: sanitize hallway in main office as soon as possible,Cleaning,Service Request,IND-05
SYN-03330,"Collect document box at main office, when available",Logistics,Service Request,IND-03
SYN-03331,Complaint: recurring issue with air conditioner at main office,Facilities,Complaint,IND-09
SYN-03332,Request to remove meeting room - main office - when available.,Cleaning,Service Request,IND-05
SYN-03333,Request to review special meal - storage area - before noon.,Facilities,Service Request,IND-01
SYN-03334,Service needed: deliver beverage station in main office this afternoon.,Food Services,Service Request,IND-04
SYN-03335,Help needed to wash waste bin in level two as soon as possible.,Cleaning,Support Request,IND-10
SYN-03336,"inspect lighting at main office, before noon.",Facilities,Complaint,IND-09
SYN-03337,Request to review visitor entrance - reception - before noon.,Security,Service Request,IND-06
SYN-03338,"please transfer the delivery cart at storage area, before noon.",Logistics,Service Request,IND-03
SYN-03339,Request to connect application - level two - before noon,IT Support,Service Request,IND-02
SYN-03340,"please prepare the menu at level two, as soon as possible.",Food Services,Service Request,IND-04
SYN-03341,"The menu issue at north wing happened again, please review.",Logistics,Complaint,IND-09
SYN-03342,Service needed: check water leak in main office this afternoon.,Facilities,Service Request,IND-01
SYN-03343,Service needed: confirm menu in level two this afternoon.,Food Services,Service Request,IND-04
SYN-03344,Request to inspect air conditioner - reception - as soon as possible.,Facilities,Service Request,IND-01
SYN-03345,Help needed to configure printer in storage area as soon as possible.,IT Support,Support Request,IND-10
SYN-03346,"Please wash the spill at main office, when available.",Cleaning,Service Request,IND-05
SYN-03347,Request to remove hallway - reception - before noon.,Cleaning,Service Request,IND-05
SYN-03350,request to restore air conditioner - level two - before noon.,Facilities,Service Request,IND-01
SYN-03351,Request to schedule shipment - main office - as soon as possible.,Logistics,Service Request,IND-03
SYN-03352,Help needed to deliver document box in reception today.,Logistics,Support Request,IND-10
SYN-03353,"Please clean the spill at north wing, as soon as possible.",Cleaning,Service Request,IND-05
SYN-03354,"Update laptop at level two, this afternoon.",IT Support,Service Request,IND-02
SYN-03355,"please inspect the door at storage area, before noon.",Facilities,Service Request,IND-01
SYN-03356,Service needed: follow up information request in north wing as soon as possible.,Facilities,Service Request,IND-02
SYN-03357,help needed to calibrate portable monitor in level two as soon as possible,IT Support,Support Request,IND-10
SYN-03358,"Please provide support to clean the meeting room at north wing, when available.",Cleaning,Support Request,IND-10
SYN-03359,"please adjust the water leak at level two, this afternoon",Facilities,Service Request,IND-01
SYN-03360,"Please provide support to connect the user account at level two, before noon",IT Support,Support Request,IND-10
SYN-03361,Complaint: recurring issue with door at main office.,Facilities,Complaint,IND-09
SYN-03362,Request to diagnose network - north wing - as soon as possible.,IT Support,Service Request,IND-02
SYN-03363,Request to inspect portable monitor - storage area - this afternoon,Equipment,Service Request,IND-07
SYN-03364,"Inspect window at reception, when available.",Cleaning,Service Request,IND-05
SYN-03365,Service needed: prepare beverage station in reception today.,Food Services,Service Request,IND-04
SYN-03366,Complaint: recurring issue with access badge at north wing,Security,Complaint,IND-09
SYN-03367,"Please provide support to repair the projector at storage area, this afternoon.",IT Support,Support Request,IND-10
SYN-03369,"please provide support to prepare the food tray at main office, as soon as possible",Food Services,Support Request,IND-10
SYN-03371,"Review food tray at reception, before noon.",Food Services,Service Request,IND-04
SYN-03372,"please provide support to review the food tray at reception, today.",Food Services,Support Request,IND-10
SYN-03373,Request to provide office chair - north wing - today,Equipment,Service Request,IND-07
SYN-03374,Help needed to follow up complaint in north wing this afternoon.,Customer Support,Support Request,IND-10
SYN-03375,Complaint: recurring issue with spill at reception.,Cleaning,Complaint,IND-09
SYN-03376,Complaint: recurring issue with supply order at north wing,Logistics,Complaint,IND-09
SYN-03377,Help needed to adjust door in north wing as soon as possible.,Facilities,Support Request,IND-10
SYN-03378,Request to collect supply order - level two - as soon as possible,Logistics,Service Request,IND-03
SYN-03379,Help needed to locate shipment in reception today.,Logistics,Support Request,IND-10
SYN-03380,"Please sanitize the window at main office, today",Cleaning,Service Request,IND-05
SYN-03381,Request to inspect water leak - main office - as soon as possible.,Logistics,Service Request,IND-03
SYN-03382,"Please review the special meal at storage area, when available.",Food Services,Service Request,IND-04
SYN-03383,"Deliver food tray at north wing, today.",Equipment,Complaint,IND-09
SYN-03384,Request to repair lighting - north wing - before noon.,Facilities,Service Request,IND-01
SYN-03385,"Please provide support to inspect the window at reception, when available.",Cleaning,Support Request,IND-10
SYN-03386,Complaint: recurring issue with special meal at reception.,Facilities,Complaint,IND-09
SYN-03387,Help needed to clean window in north wing this afternoon.,Cleaning,Support Request,IND-10
SYN-03388,"Please repair the elevator at north wing, as soon as possible.",Facilities,Service Request,IND-01
SYN-03389,Service needed: adjust air conditioner in main office as soon as possible,Facilities,Service Request,IND-01
SYN-03390,Request to update application - reception - this afternoon,IT Support,Service Request,IND-02
SYN-03391,Request to deliver meal order - level two - when available.,Food Services,Service Request,IND-04
SYN-03392,Help needed to check air conditioner in storage area as soon as possible.,Facilities,Support Request,IND-10
SYN-03393,Complaint: recurring issue with appointment at level two.,Customer Support,Complaint,IND-09
SYN-03394,Complaint: recurring issue with spill at north wing.,Cleaning,Complaint,IND-09
SYN-03395,Complaint: recurring issue with shipment at level two.,Security,Complaint,IND-09
SYN-03396,"Diagnose user account at main office, this afternoon.",IT Support,Service Request,IND-02
SYN-03397,Help needed to transfer shipment in north wing as soon as possible.,Logistics,Support Request,IND-10
SYN-03398,"Please provide support to review the beverage station at main office, today.",IT Support,Support Request,IND-10
SYN-03399,"Locate parking gate at reception, today.",Security,Service Request,IND-06
SYN-03400,Request to update user account - north wing - today.,IT Support,Service Request,IND-02
SYN-03401,"Please provide support to inspect the air conditioner at reception, when available.",Facilities,Support Request,IND-10
SYN-03403,"please provide support to inspect the door at level two, as soon as possible.",Facilities,Support Request,IND-10
SYN-03404,Help needed to authorize visitor entrance in storage area before noon.,Security,Support Request,IND-10
SYN-03406,Service needed: wash spill in level two when available.,Cleaning,Service Request,IND-05
SYN-03407,Request to clean window - reception - today.,Cleaning,Service Request,IND-05
SYN-03409,"Please inspect the hallway at level two, when available.",Cleaning,Service Request,IND-05
SYN-03410,"please provide support to inspect the window at reception, this afternoon.",Cleaning,Support Request,IND-10
SYN-03411,Help needed to deliver package in level two today.,Logistics,Support Request,IND-10
SYN-03412,request to review service status - north wing - before noon.,Logistics,Service Request,IND-03
SYN-03413,Service needed: restore lighting in reception as soon as possible.,Facilities,Service Request,IND-01
SYN-03415,Help needed to review appointment in reception as soon as possible.,Customer Support,Support Request,IND-10
SYN-03416,"Connect user account at main office, this afternoon.",IT Support,Service Request,IND-02
SYN-03417,"Please collect the shipment at reception, as soon as possible.",Logistics,Service Request,IND-03
SYN-03418,"Please provide support to verify the lost item at north wing, today.",Security,Support Request,IND-10
SYN-03419,"please provide support to adjust the door at main office, this afternoon.",Facilities,Support Request,IND-10
SYN-03420,Service needed: reset network in north wing before noon.,IT Support,Service Request,IND-02
SYN-03421,Complaint: recurring issue with food tray at north wing.,Food Services,Complaint,IND-09
SYN-03422,"Please remove the hallway at level two, today.",Facilities,Service Request,IND-01
SYN-03423,"Transfer shipment at level two, this afternoon.",Logistics,Support Request,IND-10
SYN-03424,Request to wash spill - level two - before noon.,Cleaning,Service Request,IND-05
SYN-03425,request to configure network - reception - this afternoon.,IT Support,Service Request,IND-02
SYN-03426,Request to check water leak - storage area - this afternoon,Security,Service Request,IND-06
SYN-03427,"Locate parking gate at level two, today.",Security,Service Request,IND-06
SYN-03428,"Adjust door at reception, this afternoon.",Equipment,Service Request,IND-07
SYN-03429,"Authorize visitor entrance at main office, as soon as possible.",IT Support,Support Request,IND-10
SYN-03430,"Please provide support to confirm the meal order at storage area, today.",Food Services,Support Request,IND-10
SYN-03431,"inspect hallway at storage area, before noon.",Cleaning,Service Request,IND-05
SYN-03432,Service needed: repair lighting in north wing this afternoon.,Facilities,Service Request,IND-01
SYN-03433,"Please prepare the special meal at reception, as soon as possible.",Food Services,Service Request,IND-04
SYN-03434,"Please provide support to repair the door at storage area, this afternoon.",Facilities,Support Request,IND-10
SYN-03435,Request to wash window - main office - before noon.,Cleaning,Service Request,IND-05
SYN-03436,"Provide office chair at level two, before noon.",Equipment,Service Request,IND-02
SYN-03438,"Please prepare the special meal at storage area, this afternoon.",Food Services,Service Request,IND-04
SYN-03439,complaint: recurring issue with beverage station at reception.,Food Services,Complaint,IND-09
SYN-03440,Service needed: schedule shipment in main office as soon as possible,Logistics,Service Request,IND-03
SYN-03441,"Deliver meal order at level two, as soon as possible.",Food Services,Service Request,IND-04
SYN-03442,complaint: recurring issue with door at north wing.,Facilities,Complaint,IND-09
SYN-03443,service needed: check lighting in main office when available.,Facilities,Service Request,IND-01
